Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
D14,1046,86,1745,43.6401062,-79.4391098,Assault,Roncesvalles (86),GO-20141722551,1.39512E+12,18,Tuesday   ,77,11,March,2014,Assault,Commercial,1.39512E+12,18,Tuesday   ,77,11,March,2014,1430,100
D22,1047,18,1746,43.60112,-79.5161057,Assault,New Toronto (18),GO-20141723920,1.39512E+12,18,Tuesday   ,77,15,March,2014,Assault,Apartment,1.39512E+12,18,Tuesday   ,77,15,March,2014,1430,100
D55,1048,64,1747,43.6667404,-79.3148499,Assault,Woodbine Corridor (64),GO-20141724831,1.39512E+12,18,Tuesday   ,77,18,March,2014,Assault - Resist/ Prevent Seiz,Commercial,1.39512E+12,18,Tuesday   ,77,18,March,2014,1480,100
D43,1049,135,1748,43.7778358,-79.2134094,Assault,Morningside (135),GO-20141747641,1.39512E+12,18,Tuesday   ,77,13,March,2014,Assault,Apartment,1.39546E+12,22,Saturday  ,81,13,March,2014,1430,100
D23    ,1050,6,1749,43.6925621,-79.5661621,Break and Enter,Kingsview Village-The Westway (6),GO-20141749358,1.39512E+12,18,Tuesday   ,77,9,March,2014,B&E,Apartment,1.39546E+12,22,Saturday  ,81,19,March,2014,2120,200
D53,1051,104,1750,43.7015572,-79.3954468,Assault,Mount Pleasant West (104),GO-20141762625,1.39572E+12,25,Tuesday   ,84,4,March,2014,Assault,Outside,1.39572E+12,25,Tuesday   ,84,5,March,2014,1430,100
D23,1052,6,1751,43.7013283,-79.5486755,Assault,Kingsview Village-The Westway (6),GO-20141764162,1.39572E+12,25,Tuesday   ,84,10,March,2014,Assault,Other,1.39572E+12,25,Tuesday   ,84,10,March,2014,1430,100
D31,1053,25,1752,43.747097,-79.5151291,Assault,Glenfield-Jane Heights (25),GO-20141763936,1.39572E+12,25,Tuesday   ,84,1,March,2014,Assault With Weapon,House,1.39572E+12,25,Tuesday   ,84,11,March,2014,1420,100
D22,1054,20,1753,43.5998383,-79.5330811,Assault,Alderwood (20),GO-20141765103,1.39572E+12,25,Tuesday   ,84,13,March,2014,Assault,Commercial,1.39572E+12,25,Tuesday   ,84,13,March,2014,1430,100
D22,1055,20,1754,43.5998383,-79.5330811,Assault,Alderwood (20),GO-20141765103,1.39572E+12,25,Tuesday   ,84,13,March,2014,Assault,Commercial,1.39572E+12,25,Tuesday   ,84,13,March,2014,1430,100
D32,1056,35,1755,43.7885361,-79.4504471,Assault,Westminster-Branson (35),GO-20141766331,1.39572E+12,25,Tuesday   ,84,16,March,2014,Assault,Apartment,1.39572E+12,25,Tuesday   ,84,16,March,2014,1430,100
D14,1057,79,1756,43.6615181,-79.4097672,Robbery,University (79),GO-20141766689,1.39572E+12,25,Tuesday   ,84,15,March,2014,Robbery - Other,Outside,1.39572E+12,25,Tuesday   ,84,19,March,2014,1610,220
D52,1058,75,1757,43.6579094,-79.3815842,Assault,Church-Yonge Corridor (75),GO-20141767988,1.39572E+12,25,Tuesday   ,84,22,March,2014,Assault,Commercial,1.39572E+12,25,Tuesday   ,84,23,March,2014,1430,100
D42,1059,117,1758,43.7989998,-79.3059845,Robbery,L'Amoreaux (117),GO-20141766422,1.39572E+12,25,Tuesday   ,84,16,March,2014,Robbery - Other,Outside,1.39572E+12,25,Tuesday   ,84,17,March,2014,1610,220
D23,1060,1,1759,43.7309113,-79.5994492,Assault,West Humber-Clairville (1),GO-20141765261,1.39572E+12,25,Tuesday   ,84,17,March,2014,Assault,Other,1.39572E+12,25,Tuesday   ,84,17,March,2014,1430,100
D23,1061,1,1760,43.7309113,-79.5994492,Assault,West Humber-Clairville (1),GO-20141765261,1.39572E+12,25,Tuesday   ,84,17,March,2014,Assault,Other,1.39572E+12,25,Tuesday   ,84,17,March,2014,1430,100
D43,1062,136,1761,43.7732735,-79.1921844,Assault,West Hill (136),GO-20141766824,1.39572E+12,25,Tuesday   ,84,18,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,18,March,2014,1430,100
D54,1063,62,1762,43.6881485,-79.3018341,Assault,East End-Danforth (62),GO-20141767134,1.39572E+12,25,Tuesday   ,84,12,March,2014,Assault Peace Officer,Commercial,1.39572E+12,25,Tuesday   ,84,19,March,2014,1460,100
D43,1064,123,1763,43.7182274,-79.2403641,Break and Enter,Cliffcrest (123),GO-20141294346,1.38898E+12,6,Monday    ,6,16,January,2014,B&E,Commercial,1.38907E+12,7,Tuesday   ,7,0,January,2014,2120,200
D51,1065,75,1764,43.6660652,-79.3850479,Break and Enter,Church-Yonge Corridor (75),GO-20141297405,1.38898E+12,6,Monday    ,6,23,January,2014,B&E,Commercial,1.38907E+12,7,Tuesday   ,7,10,January,2014,2120,200
D22,1066,10,1765,43.6762199,-79.5433426,Break and Enter,Princess-Rosethorn (10),GO-20141300512,1.38898E+12,6,Monday    ,6,21,January,2014,B&E,House,1.38907E+12,7,Tuesday   ,7,20,January,2014,2120,200
D33,1067,52,1766,43.768837,-79.3783798,Assault,Bayview Village (52),GO-20141056448,1.38898E+12,6,Monday    ,6,7,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,7,January,2014,1430,100
D41,1068,122,1767,43.699131,-79.2543335,Assault,Birchcliffe-Cliffside (122),GO-20141292005,1.38898E+12,6,Monday    ,6,12,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,14,January,2014,1430,100
D33,1069,45,1768,43.7538567,-79.3165894,Assault,Parkwoods-Donalda (45),GO-20141292140,1.38898E+12,6,Monday    ,6,13,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,13,January,2014,1430,100
D51,1070,72,1769,43.6616592,-79.3560867,Assault,Regent Park (72),GO-20141292456,1.38898E+12,6,Monday    ,6,14,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,18,January,2014,1430,100
D32,1071,41,1770,43.7460785,-79.3886261,Break and Enter,Bridle Path-Sunnybrook-York Mills (41),GO-20141293908,1.38898E+12,6,Monday    ,6,18,January,2014,B&E,House,1.38898E+12,6,Monday    ,6,18,January,2014,2120,200
D31,1072,25,1771,43.7565994,-79.5120697,Assault,Glenfield-Jane Heights (25),GO-20141294728,1.38898E+12,6,Monday    ,6,21,January,2014,Assault With Weapon,House,1.38898E+12,6,Monday    ,6,21,January,2014,1420,100
D54,1073,120,1772,43.7233849,-79.3021011,Break and Enter,Clairlea-Birchmount (120),GO-20141289835,1.38898E+12,6,Monday    ,6,5,January,2014,B&E W'Intent,Commercial,1.38898E+12,6,Monday    ,6,5,January,2014,2120,220
D54,1074,44,1773,43.7183647,-79.3314056,Break and Enter,Flemingdon Park (44),GO-20141292111,1.38898E+12,6,Monday    ,6,13,January,2014,B&E W'Intent,Apartment,1.38898E+12,6,Monday    ,6,13,January,2014,2120,220
D41,1075,138,1774,43.7358513,-79.2520523,Assault,Eglinton East (138),GO-20141293077,1.38898E+12,6,Monday    ,6,16,January,2014,Assault,Outside,1.38898E+12,6,Monday    ,6,16,January,2014,1430,100
D31,1076,24,1775,43.7619209,-79.5188217,Assault,Black Creek (24),GO-20141330543,1.38898E+12,6,Monday    ,6,12,January,2014,Assault,Other,1.3895E+12,12,Sunday    ,12,16,January,2014,1430,100
D14,1077,77,1776,43.6457329,-79.4006348,Assault,Waterfront Communities-The Island (77),GO-20141289118,1.38898E+12,6,Monday    ,6,2,January,2014,Assault With Weapon,Commercial,1.38898E+12,6,Monday    ,6,2,January,2014,1420,100
D31,1078,27,1777,43.7697906,-79.5033875,Robbery,York University Heights (27),GO-20141289469,1.38898E+12,6,Monday    ,6,1,January,2014,Robbery - Mugging,Other,1.38898E+12,6,Monday    ,6,1,January,2014,1610,200
D33,1079,119,1778,43.7266884,-79.3034668,Break and Enter,Wexford/Maryvale (119),GO-20141293824,1.38898E+12,6,Monday    ,6,18,January,2014,B&E W'Intent,Apartment,1.38898E+12,6,Monday    ,6,18,January,2014,2120,220
D33,1080,47,1779,43.7834663,-79.3632355,Break and Enter,Don Valley Village (47),GO-20141291159,1.38898E+12,6,Monday    ,6,10,January,2014,B&E,House,1.38898E+12,6,Monday    ,6,10,January,2014,2120,200
D22,1081,18,1780,43.603508,-79.5051956,Break and Enter,New Toronto (18),GO-20141292429,1.38898E+12,6,Monday    ,6,14,January,2014,B&E,Apartment,1.38898E+12,6,Monday    ,6,14,January,2014,2120,200
D52,1082,75,1781,43.6540642,-79.3799744,Assault,Church-Yonge Corridor (75),GO-20141292469,1.38898E+12,6,Monday    ,6,14,January,2014,Assault,Commercial,1.38898E+12,6,Monday    ,6,15,January,2014,1430,100
D53,1083,98,1782,43.6728745,-79.3878632,Break and Enter,Rosedale-Moore Park (98),GO-20141292479,1.38898E+12,6,Monday    ,6,12,January,2014,B&E,Other,1.38898E+12,6,Monday    ,6,14,January,2014,2120,200
D41,1084,120,1783,43.7100029,-79.2951279,Assault,Clairlea-Birchmount (120),GO-20141293507,1.38898E+12,6,Monday    ,6,17,January,2014,Assault,House,1.38898E+12,6,Monday    ,6,17,January,2014,1430,100
D51,1085,75,1784,43.6535034,-79.3742905,Robbery,Church-Yonge Corridor (75),GO-20141294127,1.38898E+12,6,Monday    ,6,19,January,2014,Robbery - Mugging,Apartment,1.38898E+12,6,Monday    ,6,19,January,2014,1610,200
D31,1086,24,1785,43.7672119,-79.5147705,Assault,Black Creek (24),GO-20141294364,1.38898E+12,6,Monday    ,6,20,January,2014,Assault,House,1.38898E+12,6,Monday    ,6,20,January,2014,1430,100
D54,1087,59,1786,43.6870918,-79.3337555,Assault,Danforth East York (59),GO-20141767657,1.39572E+12,25,Tuesday   ,84,21,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,21,March,2014,1430,100
D43,1088,136,1787,43.7684097,-79.1862259,Assault,West Hill (136),GO-20141762517,1.39572E+12,25,Tuesday   ,84,3,March,2014,Assault,Apartment,1.39572E+12,25,Tuesday   ,84,3,March,2014,1430,100
D51,1089,74,1788,43.6662865,-79.3783493,Assault,North St.James Town (74),GO-20141763306,1.39572E+12,25,Tuesday   ,84,8,March,2014,Assault With Weapon,Other,1.39572E+12,25,Tuesday   ,84,9,March,2014,1420,100
D51,1090,74,1789,43.6662865,-79.3783493,Assault,North St.James Town (74),GO-20141763306,1.39572E+12,25,Tuesday   ,84,8,March,2014,Aggravated Assault,Other,1.39572E+12,25,Tuesday   ,84,9,March,2014,1410,100
D33,1091,46,1790,43.7912979,-79.3413849,Break and Enter,Pleasant View (46),GO-20141763436,1.39572E+12,25,Tuesday   ,84,4,March,2014,B&E,House,1.39572E+12,25,Tuesday   ,84,8,March,2014,2120,200
D23,1092,1,1791,43.6898994,-79.5784149,Assault,West Humber-Clairville (1),GO-20141765216,1.39572E+12,25,Tuesday   ,84,13,March,2014,Assault,Commercial,1.39572E+12,25,Tuesday   ,84,13,March,2014,1430,100
D32,1093,32,1792,43.7290611,-79.4459915,Robbery,Englemount-Lawrence (32),GO-20141766912,1.39572E+12,25,Tuesday   ,84,18,March,2014,Robbery - Swarming,Outside,1.39572E+12,25,Tuesday   ,84,18,March,2014,1610,180
D22,1094,20,1793,43.5998383,-79.5330811,Assault,Alderwood (20),GO-20141767036,1.39572E+12,25,Tuesday   ,84,19,March,2014,Assault Bodily Harm,Commercial,1.39572E+12,25,Tuesday   ,84,21,March,2014,1420,110
D31,1095,21,1794,43.7633133,-79.5660477,Break and Enter,Humber Summit (21),GO-20141766805,1.39572E+12,25,Tuesday   ,84,10,March,2014,B&E,House,1.39572E+12,25,Tuesday   ,84,18,March,2014,2120,200
D33,1096,45,1795,43.7646408,-79.3446503,Robbery,Parkwoods-Donalda (45),GO-20141767454,1.39572E+12,25,Tuesday   ,84,20,March,2014,Robbery - Mugging,Apartment,1.39572E+12,25,Tuesday   ,84,20,March,2014,1610,200
D13,1097,102,1796,43.7060852,-79.4318085,Break and Enter,Forest Hill North (102),GO-20141764808,1.39572E+12,25,Tuesday   ,84,11,March,2014,B&E W'Intent,House,1.39572E+12,25,Tuesday   ,84,12,March,2014,2120,220
D54,1098,66,1797,43.6847153,-79.3337555,Break and Enter,Danforth (66),GO-20141766725,1.39572E+12,25,Tuesday   ,84,9,March,2014,B&E,House,1.39572E+12,25,Tuesday   ,84,18,March,2014,2120,200
D41,1099,121,1798,43.6916389,-79.2865524,Assault,Oakridge (121),GO-20141767541,1.39572E+12,25,Tuesday   ,84,20,March,2014,Assault Bodily Harm,Outside,1.39572E+12,25,Tuesday   ,84,20,March,2014,1420,110
D31,1100,22,1799,43.7509613,-79.5411224,Assault,Humbermede (22),GO-20141812575,1.39572E+12,25,Tuesday   ,84,11,March,2014,Assault,Other,1.39641E+12,2,Wednesday ,92,8,April,2014,1430,100
D31,1101,25,1800,43.7563095,-79.509079,Assault,Glenfield-Jane Heights (25),GO-20141762874,1.39572E+12,25,Tuesday   ,84,0,March,2014,Assault - Resist/ Prevent Seiz,House,1.39572E+12,25,Tuesday   ,84,6,March,2014,1480,100
D31,1102,25,1801,43.7563095,-79.509079,Assault,Glenfield-Jane Heights (25),GO-20141762874,1.39572E+12,25,Tuesday   ,84,0,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,6,March,2014,1430,100
D43,1103,136,1401,43.7599754,-79.1760254,Assault,West Hill (136),GO-20141260831,1.38855E+12,1,Wednesday ,1,3,January,2014,Assault,House,1.38855E+12,1,Wednesday ,1,3,January,2014,1430,100
D55,1104,67,1301,43.6761017,-79.3594208,Assault,Playter Estates-Danforth (67),GO-20141591329,1.39322E+12,24,Monday    ,55,17,February,2014,Assault,Commercial,1.39322E+12,24,Monday    ,55,18,February,2014,1430,100
D41,1105,124,1201,43.7222824,-79.2621231,Assault,Kennedy Park (124),GO-20141261853,1.38855E+12,1,Wednesday ,1,1,January,2014,Assault,House,1.38855E+12,1,Wednesday ,1,15,January,2014,1430,100
D31,1106,27,1302,43.7545166,-79.4887619,Assault,York University Heights (27),GO-20141591354,1.39322E+12,24,Monday    ,55,18,February,2014,Assault Bodily Harm,Apartment,1.39322E+12,24,Monday    ,55,18,February,2014,1420,110
D32,1107,37,1202,43.7717056,-79.4145813,Break and Enter,Willowdale West (37),GO-20141263143,1.38855E+12,1,Wednesday ,1,16,January,2014,Unlawfully In Dwelling-House,Apartment,1.38855E+12,1,Wednesday ,1,16,January,2014,2120,210
D41,1108,126,1502,43.745182,-79.2765579,Break and Enter,Dorset Park (126),GO-20141269894,1.38864E+12,2,Thursday  ,2,9,January,2014,B&E,House,1.38864E+12,2,Thursday  ,2,20,January,2014,2120,200
D33,1109,47,1503,43.7838974,-79.3528824,Break and Enter,Don Valley Village (47),GO-2014141268389,1.38864E+12,2,Thursday  ,2,11,January,2014,B&E W'Intent,Apartment,1.38864E+12,2,Thursday  ,2,15,January,2014,2120,220
D31,1110,25,1802,43.7563095,-79.509079,Assault,Glenfield-Jane Heights (25),GO-20141762874,1.39572E+12,25,Tuesday   ,84,0,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,6,March,2014,1430,100
D43,1111,138,1504,43.740593,-79.239296,Assault,Eglinton East (138),GO-20141266154,1.38864E+12,2,Thursday  ,2,8,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,8,January,2014,1430,100
D31,1112,25,1803,43.7563095,-79.509079,Assault,Glenfield-Jane Heights (25),GO-20141762874,1.39572E+12,25,Tuesday   ,84,0,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,6,March,2014,1430,100
D33,1113,42,1505,43.7266464,-79.3275604,Assault,Banbury-Don Mills (42),GO-20141265969,1.38864E+12,2,Thursday  ,2,8,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,8,January,2014,1430,100
D32,1114,37,1203,43.7717056,-79.4145813,Assault,Willowdale West (37),GO-20141263143,1.38855E+12,1,Wednesday ,1,16,January,2014,Assault,Apartment,1.38855E+12,1,Wednesday ,1,16,January,2014,1430,100
D31,1115,25,1804,43.7563095,-79.509079,Assault,Glenfield-Jane Heights (25),GO-20141762874,1.39572E+12,25,Tuesday   ,84,0,March,2014,Assault,House,1.39572E+12,25,Tuesday   ,84,6,March,2014,1430,100
D51,1116,75,1402,43.6639061,-79.3841553,Robbery,Church-Yonge Corridor (75),GO-20141262818,1.38855E+12,1,Wednesday ,1,3,January,2014,Robbery - Business,Commercial,1.38855E+12,1,Wednesday ,1,14,January,2014,1610,210
D41,1117,126,1001,43.7658043,-79.2810745,Break and Enter,Dorset Park (126),GO-20141260233,1.38855E+12,1,Wednesday ,1,1,January,2014,B&E W'Intent,Commercial,1.38855E+12,1,Wednesday ,1,2,January,2014,2120,220
D54,1118,67,1506,43.6825142,-79.349884,Assault,Playter Estates-Danforth (67),GO-20141268761,1.38864E+12,2,Thursday  ,2,16,January,2014,Assault,House,1.38864E+12,2,Thursday  ,2,16,January,2014,1430,100
D54,1119,61,1204,43.6928673,-79.2925186,Break and Enter,Taylor-Massey (61),GO-20141310624,1.38821E+12,28,Saturday  ,362,0,December,2013,B&E,House,1.38924E+12,9,Thursday  ,9,12,January,2014,2120,200
D31,1120,24,1805,43.7590179,-79.5177765,Break and Enter,Black Creek (24),GO-20141763707,1.39572E+12,25,Tuesday   ,84,1,March,2014,B&E,Apartment,1.39572E+12,25,Tuesday   ,84,9,March,2014,2120,200
D54,1121,58,1403,43.6936378,-79.3482513,Assault,Old East York (58),GO-20141263536,1.38855E+12,1,Wednesday ,1,17,January,2014,Assault,Outside,1.38855E+12,1,Wednesday ,1,17,January,2014,1430,100
D41,1122,120,1303,43.715889,-79.2859344,Robbery,Clairlea-Birchmount (120),GO-20141590352,1.39322E+12,24,Monday    ,55,15,February,2014,Robbery - Mugging,Outside,1.39322E+12,24,Monday    ,55,15,February,2014,1610,200
D43,1123,137,1507,43.766674,-79.2218475,Assault,Woburn (137),GO-20141270095,1.38864E+12,2,Thursday  ,2,18,January,2014,Aggravated Assault,House,1.38864E+12,2,Thursday  ,2,18,January,2014,1410,100
D31,1124,27,1002,43.7610664,-79.5,Assault,York University Heights (27),GO-20141261370,1.38855E+12,1,Wednesday ,1,7,January,2014,Assault,Apartment,1.38855E+12,1,Wednesday ,1,7,January,2014,1430,100
D43,1125,137,1508,43.766674,-79.2218475,Assault,Woburn (137),GO-20141270095,1.38864E+12,2,Thursday  ,2,18,January,2014,Assault,House,1.38864E+12,2,Thursday  ,2,18,January,2014,1430,100
D23,1126,7,1806,43.67836,-79.5542603,Assault,Willowridge-Martingrove-Richview (7),GO-20141764964,1.39572E+12,25,Tuesday   ,84,12,March,2014,Assault,Other,1.39572E+12,25,Tuesday   ,84,12,March,2014,1430,100
D23,1127,1,1404,43.7019501,-79.5756302,Break and Enter,West Humber-Clairville (1),GO-20141595545,1.3933E+12,25,Tuesday   ,56,16,February,2014,B&E,Other,1.3933E+12,25,Tuesday   ,56,16,February,2014,2120,200
D41,1128,122,1807,43.6877594,-79.2709198,Assault,Birchcliffe-Cliffside (122),GO-20141766146,1.39572E+12,25,Tuesday   ,84,16,March,2014,Assault,Outside,1.39572E+12,25,Tuesday   ,84,18,March,2014,1430,100
D13,1129,108,1509,43.6963615,-79.4473343,Break and Enter,Briar Hill-Belgravia (108),GO-20141269166,1.38864E+12,2,Thursday  ,2,14,January,2014,B&E,Apartment,1.38864E+12,2,Thursday  ,2,17,January,2014,2120,200
D14,1130,86,1003,43.6403351,-79.4379196,Break and Enter,Roncesvalles (86),GO-20141261592,1.38855E+12,1,Wednesday ,1,9,January,2014,B&E W'Intent,Commercial,1.38855E+12,1,Wednesday ,1,9,January,2014,2120,220
D43,1131,137,1205,43.7633476,-79.208847,Assault,Woburn (137),GO-20141377331,1.38821E+12,28,Saturday  ,362,14,December,2013,Assault,Commercial,1.39019E+12,20,Monday    ,20,9,January,2014,1430,100
D53,1132,103,1601,43.7138672,-79.4169769,Break and Enter,Lawrence Park South (103),GO-20141378200,1.39002E+12,18,Saturday  ,18,0,January,2014,B&E,House,1.39019E+12,20,Monday    ,20,12,January,2014,2120,200
D41,1133,120,1304,43.715889,-79.2859344,Robbery,Clairlea-Birchmount (120),GO-20141590352,1.39322E+12,24,Monday    ,55,15,February,2014,Robbery - Mugging,Outside,1.39322E+12,24,Monday    ,55,15,February,2014,1610,200
D32,1134,35,1305,43.7821693,-79.4489136,Assault,Westminster-Branson (35),GO-20141597235,1.39322E+12,24,Monday    ,55,17,February,2014,Assault,Apartment,1.3933E+12,25,Tuesday   ,56,18,February,2014,1430,100
D13,1135,108,1306,43.7022552,-79.4411087,Break and Enter,Briar Hill-Belgravia (108),GO-20141591862,1.39322E+12,24,Monday    ,55,16,February,2014,B&E,Apartment,1.39322E+12,24,Monday    ,55,20,February,2014,2120,200
D32,1136,35,1307,43.785408,-79.4524384,Assault,Westminster-Branson (35),GO-20141590283,1.39322E+12,24,Monday    ,55,15,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,15,February,2014,1430,100
D32,1137,35,1308,43.785408,-79.4524384,Assault,Westminster-Branson (35),GO-20141590283,1.39322E+12,24,Monday    ,55,15,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,15,February,2014,1430,100
D14,1138,77,1309,43.6457329,-79.4006348,Assault,Waterfront Communities-The Island (77),GO-20141598105,1.39322E+12,24,Monday    ,55,3,February,2014,Assault,Commercial,1.3933E+12,25,Tuesday   ,56,22,February,2014,1430,100
D43,1139,138,1310,43.7416115,-79.2326126,Assault,Eglinton East (138),GO-20141596824,1.39322E+12,24,Monday    ,55,9,February,2014,Assault With Weapon,Apartment,1.3933E+12,25,Tuesday   ,56,16,February,2014,1420,100
D51,1140,74,1311,43.6682549,-79.3751755,Assault,North St.James Town (74),GO-20141631470,1.39322E+12,24,Monday    ,55,10,February,2014,Assault,Apartment,1.39382E+12,3,Monday    ,62,12,March,2014,1430,100
D14,1141,77,1206,43.6457329,-79.4006348,Assault,Waterfront Communities-The Island (77),GO-20141281791,1.38838E+12,30,Monday    ,364,2,December,2013,Assault,Commercial,1.38881E+12,4,Saturday  ,4,17,January,2014,1430,100
D42,1142,117,1312,43.8017883,-79.3146057,Assault,L'Amoreaux (117),GO-20141607092,1.39322E+12,24,Monday    ,55,15,February,2014,Assault,Other,1.39348E+12,27,Thursday  ,58,14,February,2014,1430,100
D53,1143,104,1602,43.7043533,-79.39785,Robbery,Mount Pleasant West (104),GO-20141370380,1.39002E+12,18,Saturday  ,18,22,January,2014,Robbery - Swarming,Other,1.39011E+12,19,Sunday    ,19,0,January,2014,1610,180
D22,1144,14,1808,43.6503944,-79.5272751,Assault,Islington-City Centre West (14),GO-20141765122,1.39572E+12,25,Tuesday   ,84,13,March,2014,Assault,Apartment,1.39572E+12,25,Tuesday   ,84,13,March,2014,1430,100
D54,1145,54,1004,43.7009048,-79.3071289,Assault,O'Connor-Parkview (54),GO-20141261967,1.38855E+12,1,Wednesday ,1,6,January,2014,Assault,House,1.38855E+12,1,Wednesday ,1,11,January,2014,1430,100
D32,1146,105,1405,43.7307396,-79.4043732,Assault,Lawrence Park North (105),GO-20141595392,1.3933E+12,25,Tuesday   ,56,12,February,2014,Assault,Commercial,1.3933E+12,25,Tuesday   ,56,12,February,2014,1430,100
D12,1147,112,1313,43.6917191,-79.4676971,Break and Enter,Beechborough-Greenbrook (112),GO-20141676114,1.39322E+12,24,Monday    ,55,7,February,2014,B&E,Apartment,1.39451E+12,11,Tuesday   ,70,10,March,2014,2120,200
D51,1148,73,1809,43.6606827,-79.374733,Robbery,Moss Park (73),GO-20141294777,1.38898E+12,6,Monday    ,6,22,January,2014,Robbery - Mugging,Outside,1.38898E+12,6,Monday    ,6,23,January,2014,1610,200
D31,1149,21,1603,43.7550735,-79.5675735,Assault,Humber Summit (21),GO-20141385264,1.39002E+12,18,Saturday  ,18,7,January,2014,Assault,House,1.39028E+12,21,Tuesday   ,21,16,January,2014,1430,100
D52,1150,76,1005,43.6466064,-79.3830261,Break and Enter,Bay Street Corridor (76),GO-20141262372,1.38855E+12,1,Wednesday ,1,7,January,2014,B&E,Commercial,1.38855E+12,1,Wednesday ,1,14,January,2014,2120,200
D41,1151,121,1406,43.6969986,-79.2854004,Robbery,Oakridge (121),GO-20141596289,1.3933E+12,25,Tuesday   ,56,15,February,2014,Robbery - Mugging,Other,1.3933E+12,25,Tuesday   ,56,15,February,2014,1610,200
D32,1152,36,1314,43.7839355,-79.445549,Theft Over,Newtonbrook West (36),GO-20142253716,1.39322E+12,24,Monday    ,55,11,February,2014,Theft Over,Apartment,1.40229E+12,9,Monday    ,160,13,June,2014,2130,210
D12,1153,28,1510,43.7112694,-79.5005493,Assault,Rustic (28),GO-20141270233,1.38864E+12,2,Thursday  ,2,21,January,2014,Discharge Firearm With Intent,Outside,1.38864E+12,2,Thursday  ,2,21,January,2014,1450,120
D52,1154,95,1207,43.6675186,-79.3998337,Break and Enter,Annex (95),GO-20141275615,1.38838E+12,30,Monday    ,364,0,December,2013,B&E,Apartment,1.38881E+12,4,Saturday  ,4,17,January,2014,2120,200
D31,1155,22,1407,43.7386208,-79.5423203,Robbery,Humbermede (22),GO-20141595247,1.3933E+12,25,Tuesday   ,56,12,February,2014,Robbery - Mugging,Other,1.3933E+12,25,Tuesday   ,56,12,February,2014,1610,200
D13,1156,109,1604,43.6892853,-79.4592743,Assault,Caledonia-Fairbank (109),GO-20141379279,1.39002E+12,18,Saturday  ,18,8,January,2014,Assault,House,1.39019E+12,20,Monday    ,20,15,January,2014,1430,100
D11,1157,91,1810,43.6714783,-79.4562759,Break and Enter,Weston-Pellam Park (91),GO-20141295114,1.38898E+12,6,Monday    ,6,17,January,2014,B&E,Apartment,1.38898E+12,6,Monday    ,6,23,January,2014,2120,200
D33,1158,45,1315,43.7473526,-79.3302383,Assault,Parkwoods-Donalda (45),GO-20141592844,1.3933E+12,25,Tuesday   ,56,1,February,2014,Assault,House,1.3933E+12,25,Tuesday   ,56,1,February,2014,1430,100
D31,1159,27,1208,43.765274,-79.4936829,Assault,York University Heights (27),GO-20141283479,1.38838E+12,30,Monday    ,364,18,December,2013,Assault,Apartment,1.38881E+12,4,Saturday  ,4,23,January,2014,1430,100
D12,1160,28,1511,43.7112694,-79.5005493,Assault,Rustic (28),GO-20141270233,1.38864E+12,2,Thursday  ,2,21,January,2014,Aggravated Assault,Outside,1.38864E+12,2,Thursday  ,2,21,January,2014,1410,100
D13,1161,109,1605,43.6892853,-79.4592743,Assault,Caledonia-Fairbank (109),GO-20141379279,1.39002E+12,18,Saturday  ,18,8,January,2014,Assault,House,1.39019E+12,20,Monday    ,20,15,January,2014,1430,100
D31,1162,22,1408,43.7386208,-79.5423203,Robbery,Humbermede (22),GO-20141595247,1.3933E+12,25,Tuesday   ,56,12,February,2014,Robbery - Mugging,Other,1.3933E+12,25,Tuesday   ,56,12,February,2014,1610,200
D42,1163,132,1316,43.8078041,-79.2155991,Assault,Malvern (132),GO-20141595393,1.3933E+12,25,Tuesday   ,56,8,February,2014,Assault,House,1.3933E+12,25,Tuesday   ,56,12,February,2014,1430,100
D43,1164,137,1811,43.7560234,-79.2290573,Robbery,Woburn (137),GO-20141291852,1.38898E+12,6,Monday    ,6,11,January,2014,Robbery - Other,Other,1.38898E+12,6,Monday    ,6,12,January,2014,1610,220
D53,1165,95,1606,43.6707535,-79.3930817,Break and Enter,Annex (95),GO-20141377796,1.39002E+12,18,Saturday  ,18,18,January,2014,B&E,Commercial,1.39019E+12,20,Monday    ,20,11,January,2014,2120,200
