Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
D52,355,76,239,43.6459846,-79.3827209,Assault,Bay Street Corridor (76),GO-20143387359,1.28478E+12,18,Saturday  ,261,22,September,2010,Assault,Commercial,1.41715E+12,28,Friday    ,332,17,November,2014,1430,100
D14,356,82,240,43.6351776,-79.401329,Assault,Niagara (82),GO-2016458064,1.29731E+12,10,Thursday  ,41,0,February,2011,Crim Negligence Bodily Harm,Apartment,1.4581E+12,16,Wednesday ,76,10,March,2016,1470,100
D43,357,135,241,43.7793198,-79.2160568,Assault,Morningside (135),GO-20142065127,1.29896E+12,1,Tuesday   ,60,8,March,2011,Assault,House,1.39987E+12,12,Monday    ,132,14,May,2014,1430,100
D22,358,18,242,43.6010094,-79.5041428,Theft Over,New Toronto (18),GO-20142556780,1.29896E+12,1,Tuesday   ,60,0,March,2011,Theft Over,Commercial,1.40609E+12,23,Wednesday ,204,16,July,2014,2130,210
D14,359,84,243,43.651516,-79.42659,Assault,Little Portugal (84),GO-20141372508,1.29896E+12,1,Tuesday   ,60,0,March,2011,Assault,Apartment,1.39002E+12,18,Saturday  ,18,12,January,2014,1430,100
D55,360,70,244,43.6602898,-79.3435898,Assault,South Riverdale (70),GO-201555650,1.3069E+12,1,Wednesday ,152,0,June,2011,Assault,Other,1.42087E+12,10,Saturday  ,10,19,January,2015,1430,100
D13,361,31,245,43.7143288,-79.4524307,Assault,Yorkdale-Glen Park (31),GO-20141989634,1.3069E+12,1,Wednesday ,152,9,June,2011,Assault,Apartment,1.39883E+12,30,Wednesday ,120,19,April,2014,1430,100
D13,362,108,246,43.6962624,-79.4476852,Assault,Briar Hill-Belgravia (108),GO-20142321322,1.3425E+12,17,Tuesday   ,199,17,July,2012,Assault,Other,1.40315E+12,19,Thursday  ,170,7,June,2014,1430,100
D14,363,85,247,43.6373482,-79.4253387,Assault,South Parkdale (85),GO-20141603487,1.34345E+12,28,Saturday  ,210,18,July,2012,Assault Bodily Harm,Other,1.39339E+12,26,Wednesday ,57,18,February,2014,1420,110
D43,364,135,803,43.7903175,-79.1979752,Assault,Morningside (135),GO-20141419549,1.3908E+12,27,Monday    ,27,14,January,2014,Assault Bodily Harm,Other,1.3908E+12,27,Monday    ,27,14,January,2014,1420,110
D31,365,25,710,43.7393913,-79.5132217,Assault,Glenfield-Jane Heights (25),GO-20141413042,1.39071E+12,26,Sunday    ,26,11,January,2014,Assault,Apartment,1.39071E+12,26,Sunday    ,26,11,January,2014,1430,100
D12,366,110,306,43.6845589,-79.4700546,Assault,Keelesdale-Eglinton West (110),GO-20141522007,1.35702E+12,1,Tuesday   ,1,7,January,2013,Assault,House,1.39227E+12,13,Thursday  ,44,11,February,2014,1430,100
D31,367,26,248,43.7198334,-79.5138016,Assault,Downsview-Roding-CFB (26),GO-20142607399,1.34379E+12,1,Wednesday ,214,0,August,2012,Assault With Weapon,Apartment,1.40678E+12,31,Thursday  ,212,11,July,2014,1420,100
D31,368,26,249,43.7198334,-79.5138016,Assault,Downsview-Roding-CFB (26),GO-20142607399,1.34379E+12,1,Wednesday ,214,0,August,2012,Assault,Apartment,1.40678E+12,31,Thursday  ,212,11,July,2014,1430,100
D23,369,2,250,43.7367744,-79.5917053,Assault,Mount Olive-Silverstone-Jamestown (2),GO-2017928690,1.34379E+12,1,Wednesday ,214,12,August,2012,Assault,Other,1.49568E+12,25,Thursday  ,145,14,May,2017,1430,100
D42,370,132,251,43.8152618,-79.2186508,Assault,Malvern (132),GO-20142844638,1.34518E+12,17,Friday    ,230,22,August,2012,Assault With Weapon,House,1.4098E+12,4,Thursday  ,247,21,September,2014,1420,100
D11,371,91,252,43.6708412,-79.4613113,Assault,Weston-Pellam Park (91),GO-20171504259,1.35131E+12,27,Saturday  ,301,9,October,2012,Assault Bodily Harm,Other,1.5032E+12,20,Sunday    ,232,9,August,2017,1420,110
D11,372,91,253,43.6708412,-79.4613113,Assault,Weston-Pellam Park (91),GO-20171504259,1.35131E+12,27,Saturday  ,301,9,October,2012,Assault,Other,1.5032E+12,20,Sunday    ,232,9,August,2017,1430,100
D42,373,128,254,43.7865524,-79.2702637,Assault,Agincourt South-Malvern West (128),GO-20141483085,1.35434E+12,1,Saturday  ,336,12,December,2012,Assault,House,1.39166E+12,6,Thursday  ,37,23,February,2014,1430,100
D31,374,27,255,43.7572327,-79.4916916,Assault,York University Heights (27),GO-20141964629,1.35434E+12,1,Saturday  ,336,0,December,2012,Assault,Apartment,1.39848E+12,26,Saturday  ,116,19,April,2014,1430,100
D42,375,131,256,43.8299026,-79.2302704,Assault,Rouge (131),GO-20171500336,1.29386E+12,1,Saturday  ,1,14,January,2011,Assault,House,1.50312E+12,19,Saturday  ,231,16,August,2017,1430,100
D33,376,40,257,43.7564392,-79.3607712,Theft Over,St.Andrew-Windfields (40),GO-20171209462,1.29386E+12,1,Saturday  ,1,0,January,2011,Theft Over,Commercial,1.49931E+12,6,Thursday  ,187,14,July,2017,2130,210
D42,377,130,258,43.822506,-79.2739868,Assault,Milliken (130),GO-20172012030,1.29386E+12,1,Saturday  ,1,0,January,2011,Assault With Weapon,Apartment,1.50994E+12,6,Monday    ,310,18,November,2017,1420,100
D42,378,130,259,43.822506,-79.2739868,Assault,Milliken (130),GO-20172012030,1.29386E+12,1,Saturday  ,1,0,January,2011,Assault,Apartment,1.50994E+12,6,Monday    ,310,18,November,2017,1430,100
D41,379,119,260,43.7473984,-79.2955627,Assault,Wexford/Maryvale (119),GO-20142051820,1.29654E+12,1,Tuesday   ,32,0,February,2011,Assault,Apartment,1.39969E+12,10,Saturday  ,130,15,May,2014,1430,100
D53,380,55,261,43.7032127,-79.3466263,Assault,Thorncliffe Park (55),GO-2016317697,1.35434E+12,1,Saturday  ,336,0,December,2012,Assault,Apartment,1.45612E+12,22,Monday    ,53,20,February,2016,1430,100
D53,381,98,262,43.6839447,-79.3923874,Assault,Rosedale-Moore Park (98),GO-2016317143,1.35434E+12,1,Saturday  ,336,0,December,2012,Assault,Apartment,1.45612E+12,22,Monday    ,53,18,February,2016,1430,100
D51,382,73,263,43.6514664,-79.3716888,Break and Enter,Moss Park (73),GO-20162140925,1.35434E+12,1,Saturday  ,336,9,December,2012,B&E,Apartment,1.48065E+12,2,Friday    ,337,20,December,2016,2120,200
D42,383,132,264,43.8034515,-79.2241592,Assault,Malvern (132),GO-20142456627,1.35434E+12,1,Saturday  ,336,8,December,2012,Assault,House,1.40479E+12,8,Tuesday   ,189,16,July,2014,1430,100
D51,384,74,265,43.6676369,-79.3722076,Assault,North St.James Town (74),GO-20143542049,1.35658E+12,27,Thursday  ,362,0,December,2012,Assault,Apartment,1.4194E+12,24,Wednesday ,358,9,December,2014,1430,100
D53,385,104,266,43.7067337,-79.3983688,Theft Over,Mount Pleasant West (104),GO-2015738649,1.35702E+12,1,Tuesday   ,1,9,January,2013,Theft Over,Other,1.43071E+12,4,Monday    ,124,9,May,2015,2130,210
D42,386,117,267,43.7969131,-79.3120575,Assault,L'Amoreaux (117),GO-20141987645,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault,House,1.39883E+12,30,Wednesday ,120,13,April,2014,1430,100
D42,387,117,268,43.7989998,-79.3059845,Assault,L'Amoreaux (117),GO-2016141505,1.35702E+12,1,Tuesday   ,1,10,January,2013,Assault With Weapon,House,1.45361E+12,24,Sunday    ,24,14,January,2016,1420,100
D51,388,77,269,43.6489296,-79.3659668,Theft Over,Waterfront Communities-The Island (77),GO-20141796672,1.37723E+12,23,Friday    ,235,0,August,2013,Theft Over,House,1.39615E+12,30,Sunday    ,89,17,March,2014,2130,210
D33,389,45,270,43.7657814,-79.3294601,Assault,Parkwoods-Donalda (45),GO-20142469415,1.3806E+12,1,Tuesday   ,274,0,October,2013,Assault,Apartment,1.40496E+12,10,Thursday  ,191,13,July,2014,1430,100
D11,390,91,271,43.6708412,-79.4613113,Assault,Weston-Pellam Park (91),GO-20141421163,1.3806E+12,1,Tuesday   ,274,0,October,2013,Assault,Outside,1.3908E+12,27,Monday    ,27,19,January,2014,1430,100
D43,391,134,272,43.7845116,-79.1839676,Assault,Highland Creek (134),GO-20141457952,1.3806E+12,1,Tuesday   ,274,12,October,2013,Assault,Other,1.39132E+12,2,Sunday    ,33,21,February,2014,1430,100
D14,392,80,273,43.6567192,-79.424942,Assault,Palmerston-Little Italy (80),GO-20142037115,1.3806E+12,1,Tuesday   ,274,15,October,2013,Assault,Other,1.39952E+12,8,Thursday  ,128,10,May,2014,1430,100
D54,393,54,274,43.6998291,-79.3032227,Assault,O'Connor-Parkview (54),GO-20141371569,1.3806E+12,1,Tuesday   ,274,0,October,2013,Assault,House,1.39011E+12,19,Sunday    ,19,11,January,2014,1430,100
D32,394,39,275,43.7207184,-79.4267197,Assault,Bedford Park-Nortown (39),GO-20151997686,1.33852E+12,1,Friday    ,153,20,June,2012,Assault,House,1.44808E+12,21,Saturday  ,325,11,November,2015,1430,100
D43,395,127,276,43.7660484,-79.2553558,Assault,Bendale (127),GO-20141776212,1.33852E+12,1,Friday    ,153,0,June,2012,Assault,House,1.39589E+12,27,Thursday  ,86,10,March,2014,1430,100
D14,396,85,277,43.6346245,-79.4306107,Theft Over,South Parkdale (85),GO-2015917096,1.33852E+12,1,Friday    ,153,0,June,2012,Theft From Mail / Bag / Key,House,1.43313E+12,1,Monday    ,152,16,June,2015,2130,200
D31,397,25,278,43.7528725,-79.5192413,Assault,Glenfield-Jane Heights (25),GO-20171410011,1.33852E+12,1,Friday    ,153,12,June,2012,Assault,Apartment,1.50191E+12,5,Saturday  ,217,16,August,2017,1430,100
D51,398,74,279,43.6664314,-79.376503,Assault,North St.James Town (74),GO-20141778060,1.34112E+12,1,Sunday    ,183,8,July,2012,Assault,Apartment,1.39589E+12,27,Thursday  ,86,18,March,2014,1430,100
D51,399,75,280,43.6694145,-79.3824921,Theft Over,Church-Yonge Corridor (75),GO-20143124409,1.34112E+12,1,Sunday    ,183,0,July,2012,Theft Over,Apartment,1.41352E+12,17,Friday    ,290,20,October,2014,2130,210
D33,400,46,281,43.7755013,-79.3289871,Break and Enter,Pleasant View (46),GO-20142307679,1.34198E+12,11,Wednesday ,193,0,July,2012,B&E,Apartment,1.40358E+12,24,Tuesday   ,175,10,June,2014,2120,200
D33,401,46,282,43.7755013,-79.3289871,Assault,Pleasant View (46),GO-20142307679,1.34198E+12,11,Wednesday ,193,0,July,2012,Assault,Apartment,1.40358E+12,24,Tuesday   ,175,10,June,2014,1430,100
D31,402,21,283,43.7587738,-79.569725,Assault,Humber Summit (21),GO-20151056596,1.34336E+12,27,Friday    ,209,12,July,2012,Assault,Outside,1.43503E+12,23,Tuesday   ,174,12,June,2015,1430,100
D33,403,47,284,43.7900429,-79.3597794,Assault,Don Valley Village (47),GO-20141292170,8.23064E+11,,,,0,,,Assault,House,1.38898E+12,6,Monday    ,6,13,January,2014,1430,100
D51    ,404,74,285,43.6712799,-79.3754196,Assault,North St.James Town (74),GO-20173180288,1.30949E+12,1,Friday    ,182,0,July,2011,Assault,Apartment,1.51305E+12,12,Tuesday   ,346,9,December,2017,1430,100
D52,405,77,286,43.6441498,-79.3761063,Assault,Waterfront Communities-The Island (77),GO-2015447333,1.30949E+12,1,Friday    ,182,18,July,2011,Assault With Weapon,Apartment,1.42656E+12,17,Tuesday   ,76,0,March,2015,1420,100
D43,406,139,287,43.7437248,-79.2116623,Assault,Scarborough Village (139),GO-20143314011,1.30949E+12,1,Friday    ,182,0,July,2011,Assault,Outside,1.41611E+12,16,Sunday    ,320,20,November,2014,1430,100
D42,407,132,288,43.7983513,-79.2371216,Assault,Malvern (132),GO-20143436695,1.32099E+12,11,Friday    ,315,0,November,2011,Assault,House,1.41784E+12,6,Saturday  ,340,17,December,2014,1430,100
D11,408,87,289,43.641552,-79.4745407,Assault,High Park-Swansea (87),GO-20142675385,1.3228E+12,2,Friday    ,336,0,December,2011,Assault,Apartment,1.40764E+12,10,Sunday    ,222,21,August,2014,1430,100
D41,409,119,290,43.7595596,-79.3078995,Assault,Wexford/Maryvale (119),GO-2015619652,1.32825E+12,3,Friday    ,34,12,February,2012,Assault,House,1.42898E+12,14,Tuesday   ,104,22,April,2015,1430,100
D43,410,140,291,43.747509,-79.1992416,Assault,Guildwood (140),GO-2015359834,1.33032E+12,27,Monday    ,58,14,February,2012,Assault,Other,1.42527E+12,2,Monday    ,61,14,March,2015,1430,100
D32,411,36,292,43.796627,-79.4263763,Assault,Newtonbrook West (36),GO-2015513300,1.33152E+12,12,Monday    ,72,0,March,2012,Assault,House,1.42743E+12,27,Friday    ,86,19,March,2015,1430,100
D52,412,76,293,43.6608162,-79.3858566,Theft Over,Bay Street Corridor (76),GO-2015191795,1.30128E+12,28,Monday    ,87,9,March,2011,Theft From Mail / Bag / Key,House,1.42285E+12,2,Monday    ,33,9,February,2015,2130,200
D31,413,26,294,43.7255173,-79.5132065,Theft Over,Downsview-Roding-CFB (26),GO-20179002406,1.30319E+12,19,Tuesday   ,109,0,April,2011,Theft From Mail / Bag / Key,Apartment,1.48783E+12,23,Thursday  ,54,19,February,2017,2130,200
D12,414,112,295,43.6901665,-79.4750595,Robbery,Beechborough-Greenbrook (112),GO-20141559331,1.32963E+12,19,Sunday    ,50,15,February,2012,Robbery - Mugging,Outside,1.39279E+12,19,Wednesday ,50,16,February,2014,1610,200
D22,415,17,296,43.6120872,-79.5158234,Assault,Mimico (includes Humber Bay Shores) (17),GO-2015324492,1.33239E+12,22,Thursday  ,82,0,March,2012,Assault,Other,1.42475E+12,24,Tuesday   ,55,13,February,2015,1430,100
D22,416,16,297,43.6401672,-79.5104675,Assault,Stonegate-Queensway (16),GO-20143301770,1.35684E+12,30,Sunday    ,365,20,December,2012,Assault,House,1.41594E+12,14,Friday    ,318,18,November,2014,1430,100
D43,417,138,298,43.740593,-79.239296,Assault,Eglinton East (138),GO-20141656837,1.35702E+12,1,Tuesday   ,1,12,January,2013,Assault With Weapon,Apartment,1.39417E+12,7,Friday    ,66,12,March,2014,1420,100
D43,418,138,299,43.740593,-79.239296,Assault,Eglinton East (138),GO-20141656837,1.35702E+12,1,Tuesday   ,1,12,January,2013,Assault With Weapon,Apartment,1.39417E+12,7,Friday    ,66,12,March,2014,1420,100
D43,419,138,300,43.740593,-79.239296,Assault,Eglinton East (138),GO-20141656837,1.35702E+12,1,Tuesday   ,1,12,January,2013,Assault With Weapon,Apartment,1.39417E+12,7,Friday    ,66,12,March,2014,1420,100
D14,420,85,401,43.6366653,-79.438591,Assault,South Parkdale (85),GO-2017503879,1.35365E+12,23,Friday    ,328,0,November,2012,Assault,Other,1.49007E+12,21,Tuesday   ,80,16,March,2017,1430,100
D51,421,74,307,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141337975,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault With Weapon,Apartment,1.38959E+12,13,Monday    ,13,19,January,2014,1420,100
D51,422,74,308,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141337975,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault With Weapon,Apartment,1.38959E+12,13,Monday    ,13,19,January,2014,1420,100
D51,423,74,309,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141336640,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault With Weapon,Apartment,1.38959E+12,13,Monday    ,13,15,January,2014,1420,100
D51,424,74,310,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141336640,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault With Weapon,Apartment,1.38959E+12,13,Monday    ,13,15,January,2014,1420,100
D32,425,38,311,43.7581902,-79.4259338,Assault,Lansing-Westgate (38),GO-20141262074,8.96674E+11,,,,12,,,Administering Noxious Thing,Apartment,1.38855E+12,1,Wednesday ,1,12,January,2014,1480,110
D31,426,24,312,43.758976,-79.5181122,Theft Over,Black Creek (24),GO-20142509031,1.3806E+12,1,Tuesday   ,274,12,October,2013,Theft Over,Commercial,1.40548E+12,16,Wednesday ,197,13,July,2014,2130,210
D51,427,73,313,43.6561661,-79.3701248,Assault,Moss Park (73),GO-2015652077,1.3806E+12,1,Tuesday   ,274,0,October,2013,Assault,Apartment,1.4295E+12,20,Monday    ,110,9,April,2015,1430,100
D42,428,116,314,43.8040886,-79.336319,Break and Enter,Steeles (116),GO-20141976388,1.3806E+12,1,Tuesday   ,274,12,October,2013,B&E W'Intent,Commercial,1.39866E+12,28,Monday    ,118,16,April,2014,2120,220
D42,429,131,315,43.8066444,-79.1855087,Assault,Rouge (131),GO-20141681654,1.3806E+12,1,Tuesday   ,274,12,October,2013,Assault,House,1.39451E+12,11,Tuesday   ,70,17,March,2014,1430,100
D31,430,22,316,43.7337494,-79.5382309,Robbery,Humbermede (22),GO-20141468699,1.3806E+12,1,Tuesday   ,274,0,October,2013,Robbery - Mugging,Outside,1.39149E+12,4,Tuesday   ,35,14,February,2014,1610,200
D14,431,81,317,43.6457481,-79.4112549,Robbery,Trinity-Bellwoods (81),GO-20141430021,1.3806E+12,1,Tuesday   ,274,3,October,2013,Robbery - Business,Commercial,1.39097E+12,29,Wednesday ,29,9,January,2014,1610,210
D22,432,10,318,43.6588058,-79.5410767,Theft Over,Princess-Rosethorn (10),GO-20143503776,1.3806E+12,1,Tuesday   ,274,0,October,2013,Theft Over,House,1.41879E+12,17,Wednesday ,351,13,December,2014,2130,210
D31,433,24,319,43.7559319,-79.5242844,Assault,Black Creek (24),GO-2014451834,1.3806E+12,1,Tuesday   ,274,0,October,2013,Assault,Apartment,1.39944E+12,7,Wednesday ,127,15,May,2014,1430,100
D52,434,78,320,43.6580391,-79.3930435,Assault,Kensington-Chinatown (78),GO-20141396397,1.38198E+12,17,Thursday  ,290,11,October,2013,Assault,Other,1.39054E+12,24,Friday    ,24,7,January,2014,1430,100
D32,435,105,321,43.7303276,-79.4114456,Break and Enter,Lawrence Park North (105),GO-20141472449,1.38207E+12,18,Friday    ,291,18,October,2013,B&E,House,1.39158E+12,5,Wednesday ,36,8,February,2014,2120,200
D55,436,65,804,43.6720848,-79.3229141,Assault,Greenwood-Coxwell (65),GO-20141419195,1.3908E+12,27,Monday    ,27,13,January,2014,Assault,House,1.3908E+12,27,Monday    ,27,13,January,2014,1430,100
D11,437,93,711,43.6633987,-79.4392929,Assault,Dovercourt-Wallace Emerson-Junction (93),GO-20141413929,1.39071E+12,26,Sunday    ,26,14,January,2014,Assault With Weapon,Apartment,1.39071E+12,26,Sunday    ,26,14,January,2014,1420,100
D43,438,136,322,43.7646713,-79.1738205,Assault,West Hill (136),GO-20152092228,1.33282E+12,27,Tuesday   ,87,20,March,2012,Assault,House,1.44938E+12,6,Sunday    ,340,20,December,2015,1430,100
D43,439,136,323,43.7646713,-79.1738205,Assault,West Hill (136),GO-20152092228,1.33282E+12,27,Tuesday   ,87,20,March,2012,Aggravated Assault,House,1.44938E+12,6,Sunday    ,340,20,December,2015,1410,100
D42    ,440,131,324,43.8038597,-79.1781616,Assault,Rouge (131),GO-2016236055,1.34768E+12,15,Saturday  ,259,4,September,2012,Assault With Weapon,House,1.45499E+12,9,Tuesday   ,40,4,February,2016,1420,100
D42    ,441,131,325,43.8038597,-79.1781616,Assault,Rouge (131),GO-2016236055,1.34768E+12,15,Saturday  ,259,4,September,2012,Pointing A Firearm,House,1.45499E+12,9,Tuesday   ,40,4,February,2016,1457,100
D32,442,31,326,43.7241135,-79.4698715,Break and Enter,Yorkdale-Glen Park (31),GO-20143358621,1.35356E+12,22,Thursday  ,327,22,November,2012,B&E,Commercial,1.41681E+12,24,Monday    ,328,9,November,2014,2120,200
D51,443,74,327,43.6676369,-79.3722076,Assault,North St.James Town (74),GO-20143542095,1.35624E+12,23,Sunday    ,358,0,December,2012,Assault,Apartment,1.4194E+12,24,Wednesday ,358,9,December,2014,1430,100
D51,444,74,328,43.6676369,-79.3722076,Assault,North St.James Town (74),GO-20143542095,1.35624E+12,23,Sunday    ,358,0,December,2012,Assault With Weapon,Apartment,1.4194E+12,24,Wednesday ,358,9,December,2014,1420,100
D55,445,68,329,43.6670952,-79.345192,Robbery,North Riverdale (68),GO-20141283284,1.35728E+12,4,Friday    ,4,22,January,2013,Robbery With Weapon,Outside,1.38881E+12,4,Saturday  ,4,22,January,2014,1610,100
D13,446,109,330,43.6910782,-79.4552765,Assault,Caledonia-Fairbank (109),GO-20141356664,1.36004E+12,5,Tuesday   ,36,10,February,2013,Assault,Apartment,1.38985E+12,16,Thursday  ,16,19,January,2014,1430,100
D51,447,74,331,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141337978,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault,Apartment,1.38959E+12,13,Monday    ,13,19,January,2014,1430,100
D41,448,126,332,43.7580185,-79.2800903,Assault,Dorset Park (126),GO-20141466758,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault,House,1.3914E+12,3,Monday    ,34,14,February,2014,1430,100
D23,449,6,333,43.6863518,-79.5525818,Theft Over,Kingsview Village-The Westway (6),GO-20141382719,1.35702E+12,1,Tuesday   ,1,7,January,2013,Theft Over,House,1.38976E+12,15,Wednesday ,15,13,January,2014,2130,210
D51,450,74,334,43.6713295,-79.3737259,Assault,North St.James Town (74),GO-20142351688,1.35702E+12,1,Tuesday   ,1,12,January,2013,Assault With Weapon,Apartment,1.4035E+12,23,Monday    ,174,0,June,2014,1420,100
D51,451,74,335,43.6713295,-79.3737259,Assault,North St.James Town (74),GO-20142351688,1.35702E+12,1,Tuesday   ,1,12,January,2013,Assault,Apartment,1.4035E+12,23,Monday    ,174,0,June,2014,1430,100
D33,452,46,336,43.7804108,-79.332962,Assault,Pleasant View (46),GO-20141610833,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault,Apartment,1.39348E+12,27,Thursday  ,58,21,February,2014,1430,100
D43,453,136,337,43.7643242,-79.1950836,Assault,West Hill (136),GO-20171215547,1.35702E+12,1,Tuesday   ,1,0,January,2013,Assault,House,1.49854E+12,27,Tuesday   ,178,21,June,2017,1430,100
